,Year,Month,State,Primary Mode,Etiology,Etiology Status,Setting,Illnesses,Hospitalizations,Info on Hospitalizations,Deaths,Info on Deaths
43389,2017,7,Minnesota,5,"Escherichia coli, Shiga toxin-producing; Escherichia coli, Shiga toxin-producing",Confirmed; Suspected,"Other, specify",21,2.0,20.0,0.0,21.0
43390,2017,2,North Carolina,0,Norovirus,Suspected,Long-term care/nursing home/assisted living facility,32,0.0,32.0,0.0,32.0
43391,2017,6,North Carolina,1,Salmonella enterica,Confirmed,Restaurant - Sit-down dining,7,2.0,7.0,0.0,7.0
43392,2016,5,California,1,Campylobacter jejuni,Confirmed,Restaurant - Sit-down dining,60,3.0,35.0,0.0,60.0
43393,2017,7,Michigan,0,Norovirus Genogroup I,Confirmed,Camp,67,0.0,67.0,0.0,67.0
43394,2017,8,Michigan,0,Norovirus,Suspected,Camp,12,0.0,12.0,0.0,12.0
43395,2017,7,Michigan,0,Norovirus Genogroup II,Confirmed,Camp,10,0.0,10.0,0.0,10.0
43396,2017,7,Hawaii,1,Ciguatoxin,Confirmed,Private home/residence,4,0.0,4.0,0.0,4.0
43397,2017,7,Connecticut,1,"Escherichia coli, Enteroaggregative; Escherichia coli, Enteropathogenic",Confirmed; Suspected,Restaurant - Sit-down dining,37,0.0,37.0,0.0,37.0
43398,2017,6,Nevada,2,Salmonella enterica,Suspected,Private home/residence,4,0.0,4.0,0.0,4.0
43399,2017,8,Ohio,1,Norovirus,Suspected,Restaurant - Sit-down dining,4,0.0,4.0,0.0,4.0
43400,2017,7,Minnesota,3,Chlorine,Suspected,Hotel/Motel/Lodge/Inn,6,1.0,6.0,0.0,6.0
43401,2017,3,Colorado,0,Norovirus unknown,Suspected,School/college/university,71,0.0,71.0,0.0,71.0
43402,2017,3,Colorado,0,Norovirus unknown,Suspected,School/college/university,68,0.0,0.0,0.0,0.0
43403,2017,2,Colorado,0,Norovirus unknown,Suspected,School/college/university,416,0.0,416.0,0.0,416.0
43404,2017,2,Colorado,0,Norovirus unknown,Suspected,School/college/university,128,0.0,128.0,0.0,128.0
43405,2017,6,Colorado,1,Norovirus unknown,Suspected,Private home/residence,23,1.0,23.0,0.0,23.0
43406,2017,4,Colorado,1,Clostridium perfringens,Confirmed,"Restaurant - ""Fast-food""(drive up service or pay at counter)",4,0.0,4.0,0.0,4.0
43407,2017,8,Massachusetts,0,Norovirus,Suspected,Long-term care/nursing home/assisted living facility,14,0.0,14.0,0.0,14.0
43408,2017,7,Minnesota,0,Giardia,Suspected,Child day care,3,0.0,3.0,0.0,3.0
43410,2017,3,Multistate,1,Salmonella enterica,Confirmed,Unknown,55,18.0,50.0,0.0,51.0
43412,2017,3,Colorado,0,Norovirus,Suspected,Child day care,39,0.0,39.0,0.0,39.0
43413,2017,8,Minnesota,0,Cryptosporidium hominis,Suspected,Child day care,2,0.0,2.0,0.0,2.0
43414,2017,7,Colorado,1,Clostridium perfringens,Suspected,Restaurant - Sit-down dining,2,1.0,2.0,0.0,2.0
43415,2017,6,Minnesota,0,Cryptosporidium hominis,Confirmed,Child day care,15,0.0,10.0,0.0,15.0
43417,2017,8,Minnesota,0,Norovirus,Suspected,Long-term care/nursing home/assisted living facility,8,0.0,0.0,0.0,8.0
43418,2017,7,South Carolina,1,Salmonella enterica,Suspected,Private home/residence,7,0.0,7.0,0.0,7.0
43419,2017,5,Colorado,1,Norovirus unknown,Confirmed,"Restaurant - ""Fast-food""(drive up service or pay at counter)",7,0.0,4.0,0.0,4.0
43420,2017,6,Colorado,1,Clostridium perfringens,Confirmed,"Restaurant - ""Fast-food""(drive up service or pay at counter)",4,0.0,4.0,0.0,4.0
43421,2017,7,Illinois,0,Norovirus Genogroup II,Confirmed,Long-term care/nursing home/assisted living facility,16,1.0,16.0,0.0,16.0
43422,2017,8,South Carolina,1,Staphylococcus aureus,Suspected,Restaurant - Sit-down dining,5,0.0,5.0,0.0,5.0
43423,2017,8,Virginia,0,Norovirus,Suspected,Child day care,27,0.0,27.0,0.0,27.0
43424,2017,8,South Carolina,2,Norovirus unknown,Suspected,"Other, specify",2,0.0,2.0,0.0,2.0
43425,2017,7,Wisconsin,0,Shigella sonnei,Confirmed,Child day care,14,0.0,14.0,0.0,14.0
43426,2017,5,Colorado,1,Staphylococcus aureus,Suspected,Restaurant - other or unknown type,4,0.0,4.0,0.0,4.0
43427,2017,6,Colorado,1,Clostridium perfringens,Confirmed,Restaurant - Sit-down dining,80,0.0,0.0,0.0,68.0
43428,2017,8,Minnesota,1,Norovirus Genogroup II,Confirmed,Caterer (food prepared off-site from where served),40,0.0,40.0,0.0,40.0
43429,2017,7,Florida,1,Shigella flexneri,Confirmed,Caterer (food prepared off-site from where served),33,4.0,33.0,0.0,33.0
43430,2017,5,Michigan,1,Salmonella enterica,Confirmed,"Restaurant - ""Fast-food""(drive up service or pay at counter); Private home/residence",11,1.0,11.0,0.0,11.0
43431,2017,5,Michigan,0,Shigella sonnei,Confirmed,School/college/university,42,0.0,42.0,0.0,42.0
43433,2017,5,Michigan,3,Unknown,Confirmed,Hotel/Motel/Lodge/Inn,32,0.0,32.0,0.0,32.0
43435,2017,7,Ohio,0,Shigella; Norovirus,Suspected; Suspected,"Other, specify",3,1.0,3.0,0.0,3.0
43437,2017,7,Ohio,3,Legionella pneumophila,Confirmed,Church/Place of Worship,2,2.0,2.0,0.0,2.0
43440,2017,7,Missouri,0,Shigella sonnei,Confirmed,Child day care,18,0.0,18.0,0.0,18.0
43441,2017,7,Minnesota,3,Cryptosporidium hominis,Confirmed,Community/Municipality,16,0.0,16.0,0.0,16.0
43443,2017,5,Missouri,0,Norovirus Genogroup II,Confirmed,Child day care,30,1.0,30.0,0.0,30.0
43444,2017,7,Ohio,0,Norovirus Genogroup I,Suspected,Shelter/group home/transitional housing,8,0.0,8.0,0.0,8.0
43445,2017,8,Minnesota,1,Norovirus,Suspected,Restaurant - Sit-down dining,25,0.0,24.0,0.0,25.0
43446,2017,7,Florida,0,Norovirus Genogroup I,Suspected,Restaurant,11,0.0,11.0,0.0,11.0
43447,2017,8,Minnesota,0,"Escherichia coli, Enteropathogenic",Suspected,Child day care,3,0.0,3.0,0.0,3.0
43448,2017,7,Pennsylvania,1,Salmonella enterica,Confirmed,Private home/residence,13,0.0,13.0,0.0,13.0
43449,2017,7,Pennsylvania,2,Giardia duodenalis,Confirmed,Private home/residence,2,0.0,2.0,0.0,2.0
43451,2017,8,Ohio,1,Norovirus Genogroup II; Norovirus Genogroup II,Suspected; Suspected,Caterer (food prepared off-site from where served),35,0.0,35.0,0.0,35.0
43452,2017,8,Ohio,0,Norovirus,Suspected,Unknown,5,0.0,5.0,0.0,5.0
43453,2017,8,Wisconsin,2,Norovirus unknown,Suspected,Long-term care/nursing home/assisted living facility,5,0.0,0.0,0.0,0.0
43454,2017,8,Wisconsin,0,Norovirus unknown,Suspected,Long-term care/nursing home/assisted living facility,5,0.0,5.0,0.0,5.0
43455,2017,7,Minnesota,1,Salmonella enterica,Confirmed,"Restaurant - ""Fast-food""(drive up service or pay at counter)",2,0.0,2.0,0.0,2.0
43458,2017,7,Connecticut,1,Cyclospora cayetanensis,Confirmed,Caterer (food prepared off-site from where served); Other,3,0.0,3.0,0.0,3.0
43459,2017,5,Pennsylvania,2,Salmonella enterica,Confirmed,Private home/residence,2,1.0,2.0,0.0,2.0
43460,2017,5,Pennsylvania,2,Campylobacter,Suspected,Private home/residence,2,0.0,2.0,0.0,2.0
43461,2017,8,Iowa,1,Clostridium perfringens,Suspected,Restaurant - Sit-down dining,7,0.0,7.0,0.0,7.0
43462,2017,8,Iowa,1,Clostridium perfringens,Confirmed,Other,30,0.0,30.0,0.0,30.0
43463,2017,8,Iowa,2,Norovirus Genogroup II,Confirmed,Restaurant,9,0.0,9.0,0.0,9.0
43467,2017,8,Iowa,2,Norovirus,Suspected,Restaurant,13,0.0,13.0,0.0,13.0
43468,2017,3,Multistate,1,Salmonella enterica,Confirmed,Private home/residence,14,2.0,11.0,0.0,12.0
43469,2017,8,Pennsylvania,2,Salmonella enterica,Confirmed,Private home/residence,2,0.0,2.0,0.0,2.0
43471,2017,8,Ohio,0,"Escherichia coli, Shiga toxin-producing",Confirmed,Child day care,4,0.0,4.0,0.0,4.0
43472,2017,8,Alaska,1,Clostridium botulinum,Confirmed,Private home/residence,3,2.0,3.0,0.0,3.0
43474,2017,8,Oregon,2,Norovirus,Suspected,Child day care,11,0.0,11.0,0.0,11.0
43476,2017,8,Oregon,0,Norovirus,Suspected,Long-term care/nursing home/assisted living facility,10,0.0,10.0,0.0,10.0
43477,2017,8,Virginia,2,Norovirus Genogroup II,Confirmed,Restaurant,6,0.0,6.0,0.0,6.0
43478,2017,7,South Carolina,0,Norovirus unknown,Suspected,Child day care,20,1.0,20.0,0.0,20.0
43479,2017,8,South Carolina,0,Shigella sonnei,Confirmed,Child day care,21,0.0,21.0,0.0,21.0
43480,2017,7,Tennessee,0,Norovirus,Suspected,Restaurant,12,0.0,2.0,0.0,2.0
43482,2017,6,Florida,3,Chlorine,Suspected,Club (Requires Membership),5,1.0,5.0,0.0,5.0
43483,2017,7,Tennessee,1,Salmonella enterica,Confirmed,Restaurant - Buffet,4,2.0,4.0,0.0,4.0
43484,2017,7,Wisconsin,1,Vibrio parahaemolyticus; Other - Bacterium,Suspected; Suspected,Restaurant - Sit-down dining,2,0.0,2.0,0.0,2.0
43488,2017,8,Wisconsin,1,Norovirus Genogroup II,Confirmed,Other,24,0.0,24.0,0.0,24.0
43489,2017,7,Ohio,4,Campylobacter jejuni,Confirmed,"Other, specify",8,2.0,8.0,0.0,8.0
43490,2017,8,Michigan,1,Norovirus Genogroup II,Confirmed,Restaurant - Sit-down dining,17,1.0,11.0,0.0,17.0
43491,2017,8,Nevada,0,Norovirus unknown,Suspected,Child day care,9,0.0,9.0,0.0,9.0
43493,2017,6,Utah,1,Norovirus unknown,Suspected,Restaurant - Sit-down dining,5,0.0,3.0,0.0,3.0
43494,2017,8,Texas,4,Salmonella enterica,Confirmed,Child day care,2,1.0,2.0,0.0,2.0
43495,2017,6,Hawaii,2,Salmonella enterica,Confirmed,Private home/residence,3,0.0,2.0,0.0,3.0
43497,2017,8,Hawaii,1,Ciguatoxin,Confirmed,Private home/residence,2,0.0,2.0,0.0,2.0
43498,2017,6,Illinois,0,Norovirus unknown,Suspected,Long-term care/nursing home/assisted living facility,27,0.0,27.0,0.0,27.0
43499,2017,8,Washington,3,Legionella pneumophila,Confirmed,Hospital/Health Care,2,2.0,2.0,1.0,2.0
43500,2016,9,Kansas,3,Legionella pneumophila,Confirmed,Hotel/Motel/Lodge/Inn,2,2.0,2.0,0.0,2.0
43502,2017,7,Kansas,2,Salmonella enterica,Confirmed,Unknown,2,1.0,2.0,0.0,2.0
43505,2017,6,Kansas,2,Salmonella enterica,Confirmed,Unknown,4,0.0,4.0,0.0,4.0
43506,2017,7,Ohio,0,Cryptosporidium,Confirmed,Private home/residence,3,0.0,2.0,0.0,2.0
43507,2017,7,Massachusetts,2,Salmonella enterica,Suspected,Child day care,8,0.0,8.0,0.0,8.0
43508,2017,8,Ohio,0,Shigella sonnei,Confirmed,Child day care,3,0.0,3.0,0.0,3.0
43509,2017,8,South Carolina,1,Norovirus unknown,Suspected,Restaurant - other or unknown type,3,0.0,3.0,0.0,3.0
43510,2017,8,South Carolina,0,Norovirus unknown,Suspected,Long-term care/nursing home/assisted living facility,6,0.0,6.0,0.0,6.0
43511,2017,3,Nevada,3,Legionella pneumophila,Confirmed,Hotel/Motel/Lodge/Inn,107,19.0,107.0,0.0,107.0
43512,2017,8,Minnesota,0,Salmonella enterica,Confirmed,Long-term care/nursing home/assisted living facility,11,2.0,11.0,0.0,11.0
43513,2017,8,Ohio,0,Shigella sonnei,Confirmed,Child day care,17,1.0,3.0,0.0,13.0
43515,2017,6,Ohio,1,Cyclospora cayetanensis,Confirmed,Unknown,6,0.0,6.0,0.0,6.0
43516,2017,5,Colorado,1,Clostridium perfringens,Suspected,Caterer (food prepared off-site from where served),36,0.0,0.0,0.0,0.0
43517,2017,8,South Dakota,2,Campylobacter jejuni,Confirmed,Event space,6,0.0,6.0,0.0,6.0
43519,2017,7,Colorado,0,Norovirus,Suspected,Camp,15,0.0,15.0,0.0,15.0
43520,2017,7,Colorado,1,Norovirus,Suspected,Restaurant - Sit-down dining,2,0.0,2.0,0.0,2.0
43521,2017,8,Florida,1,Norovirus Genogroup II,Confirmed,Restaurant - Sit-down dining,3,0.0,3.0,0.0,3.0
43522,2017,2,Minnesota,0,Salmonella enterica,Confirmed,Long-term care/nursing home/assisted living facility,3,1.0,3.0,1.0,3.0
43523,2017,7,Nebraska,1,Salmonella enterica,Confirmed,Restaurant - Sit-down dining,51,2.0,51.0,0.0,51.0
43524,2017,8,Nevada,0,Norovirus unknown,Suspected,Child day care,19,0.0,19.0,0.0,19.0
43525,2017,7,Wisconsin,1,Salmonella enterica,Confirmed,Farm/dairy,21,0.0,21.0,0.0,21.0
43526,2017,8,Wisconsin,1,Salmonella enterica,Confirmed,Private home/residence,6,1.0,6.0,0.0,6.0
43527,2017,8,Wisconsin,0,Norovirus unknown,Suspected,Long-term care/nursing home/assisted living facility,8,0.0,8.0,0.0,8.0
43528,2017,3,Utah,1,Campylobacter jejuni,Confirmed,Farm/dairy,9,0.0,9.0,0.0,9.0
43529,2017,2,Utah,1,Campylobacter jejuni,Confirmed,Farm/dairy,6,0.0,4.0,0.0,4.0
43530,2017,8,Wisconsin,0,Norovirus Genogroup II,Suspected,Private home/residence,12,0.0,12.0,0.0,12.0
43532,2017,7,Wisconsin,3,Legionella pneumophila,Confirmed,Casino,3,2.0,3.0,0.0,3.0
43533,2017,8,Oregon,2,Sapovirus,Confirmed,Long-term care/nursing home/assisted living facility,36,0.0,36.0,1.0,36.0
43534,2017,8,South Carolina,1,Salmonella enterica,Confirmed,Private home/residence,5,2.0,5.0,1.0,5.0
43535,2017,8,Nebraska,0,Norovirus Genogroup II,Confirmed,Long-term care/nursing home/assisted living facility,22,2.0,22.0,0.0,22.0
43536,2017,7,Florida,0,Salmonella enterica,Confirmed,Prison/jail,3,0.0,3.0,0.0,3.0
43537,2017,8,Florida,0,Norovirus,Suspected,Prison/jail,83,0.0,83.0,0.0,83.0
43539,2017,3,Ohio,0,Salmonella enterica,Confirmed,Shelter/group home/transitional housing,2,1.0,2.0,0.0,2.0
43541,2017,6,Rhode Island,0,Norovirus Genogroup I,Confirmed,Long-term care/nursing home/assisted living facility,50,0.0,50.0,0.0,50.0
43542,2017,4,Rhode Island,0,Norovirus unknown,Suspected,Hospital,27,0.0,27.0,0.0,27.0
43543,2017,1,Rhode Island,0,Norovirus Genogroup I,Confirmed,School/college/university,35,0.0,32.0,0.0,32.0
43545,2017,4,Pennsylvania,2,Giardia,Suspected,Private home/residence,2,0.0,2.0,0.0,2.0
43546,2017,3,Pennsylvania,0,Giardia,Suspected,Private home/residence,3,0.0,3.0,0.0,3.0
43547,2017,6,Rhode Island,2,Norovirus unknown,Suspected,Hospital,6,0.0,6.0,0.0,6.0
43548,2017,1,Rhode Island,0,Norovirus unknown,Suspected,School/college/university,42,0.0,42.0,0.0,42.0
43549,2017,3,Rhode Island,0,Norovirus unknown,Suspected,Long-term care/nursing home/assisted living facility,6,3.0,6.0,0.0,6.0
43550,2017,1,Rhode Island,0,Norovirus Genogroup II,Confirmed,School/college/university,128,0.0,128.0,0.0,128.0
43551,2017,3,Rhode Island,0,Norovirus unknown,Suspected,Long-term care/nursing home/assisted living facility,26,2.0,26.0,0.0,26.0
43553,2017,9,Minnesota,1,Norovirus,Suspected,Restaurant - Sit-down dining,4,0.0,4.0,0.0,4.0
43554,2017,8,Wisconsin,2,Norovirus Genogroup II,Confirmed,School/college/university,19,0.0,14.0,0.0,14.0
43556,2017,8,Wisconsin,2,"Escherichia coli, Shiga toxin-producing",Confirmed,Private home/residence,13,4.0,13.0,0.0,13.0
43557,2017,9,Wisconsin,1,Clostridium perfringens,Suspected,Restaurant - Sit-down dining,7,0.0,7.0,0.0,7.0
43558,2017,1,Rhode Island,0,Norovirus unknown,Suspected,School/college/university,46,0.0,46.0,0.0,46.0
43559,2017,3,Rhode Island,0,Norovirus Genogroup II,Confirmed,Long-term care/nursing home/assisted living facility,49,0.0,49.0,0.0,49.0
43560,2017,3,Rhode Island,0,Norovirus unknown,Suspected,School/college/university,29,0.0,19.0,0.0,19.0
43561,2017,9,Minnesota,1,Clostridium perfringens,Suspected,Prison/jail,100,0.0,100.0,0.0,100.0
43562,2017,6,Rhode Island,0,Norovirus unknown,Suspected,School/college/university,8,0.0,8.0,0.0,8.0
43563,2017,6,Rhode Island,0,Norovirus unknown,Suspected,School/college/university,22,0.0,22.0,0.0,22.0
43564,2017,8,Illinois,1,Norovirus,Suspected,Restaurant - Sit-down dining,10,0.0,10.0,0.0,10.0
43566,2017,6,Illinois,1,Salmonella enterica; Salmonella enterica,Suspected; Suspected,Grocery store,2,1.0,2.0,0.0,2.0
43567,2017,1,Rhode Island,0,Norovirus unknown,Suspected,Child day care,30,0.0,30.0,0.0,30.0
43568,2017,6,Illinois,1,Norovirus Genogroup II,Suspected,Restaurant - Sit-down dining,5,0.0,5.0,0.0,5.0
43569,2017,8,Massachusetts,1,Norovirus Genogroup I,Confirmed,"Restaurant - ""Fast-food""(drive up service or pay at counter)",24,0.0,24.0,0.0,24.0
43570,2017,8,Massachusetts,1,Norovirus Genogroup I; Norovirus Genogroup I,Suspected; Suspected,Caterer (food prepared off-site from where served),15,0.0,15.0,0.0,15.0
43571,2017,1,Rhode Island,0,Norovirus unknown,Suspected,School/college/university,20,0.0,20.0,0.0,20.0
43572,2017,1,Rhode Island,0,Norovirus unknown,Suspected,School/college/university,30,0.0,30.0,0.0,30.0
43574,2016,12,Rhode Island,0,Norovirus unknown,Confirmed,Long-term care/nursing home/assisted living facility,93,4.0,93.0,0.0,93.0
43577,2017,3,Rhode Island,0,Norovirus Genogroup II,Confirmed,School/college/university,74,0.0,74.0,0.0,74.0
43578,2017,8,Nevada,0,Norovirus unknown,Suspected,Child day care,15,0.0,15.0,0.0,15.0
43580,2017,9,New York,1,Scombroid toxin,Confirmed,Private home/residence,2,0.0,2.0,0.0,2.0
43581,2017,8,Georgia,1,Norovirus Genogroup II,Suspected,Restaurant - Sit-down dining,3,0.0,3.0,0.0,3.0
43582,2017,3,Michigan,3,Legionella pneumophila,Confirmed,Hotel/Motel/Lodge/Inn,2,2.0,2.0,0.0,2.0
43583,2017,7,Michigan,1,Salmonella enterica,Confirmed,Restaurant - Sit-down dining,4,3.0,4.0,0.0,4.0
43586,2017,9,Virginia,0,Norovirus Genogroup I; Norovirus Genogroup I,Suspected; Suspected,Long-term care/nursing home/assisted living facility,38,0.0,38.0,0.0,38.0
43587,2017,3,Multistate,1,Listeria monocytogenes,Confirmed,Unknown,8,8.0,8.0,1.0,8.0
43588,2017,8,Michigan,0,Norovirus,Suspected,"Other, specify",7,0.0,7.0,0.0,7.0
43589,2017,9,Michigan,0,Norovirus,Suspected,Prison/jail,18,0.0,18.0,0.0,18.0
43590,2017,9,Michigan,2,Norovirus,Suspected,School/college/university,8,0.0,8.0,0.0,8.0
43591,2017,7,Minnesota,0,Norovirus,Suspected,Child day care,8,0.0,8.0,0.0,8.0
43592,2017,9,Michigan,0,Norovirus,Suspected,Long-term care/nursing home/assisted living facility,7,0.0,7.0,0.0,7.0
43593,2016,6,Florida,3,Legionella pneumophila,Confirmed,Hotel/Motel/Lodge/Inn,3,0.0,0.0,0.0,2.0
43594,2017,9,Wisconsin,2,Sapovirus,Confirmed,Camp,16,0.0,16.0,0.0,16.0
43595,2017,8,Utah,1,Vibrio parahaemolyticus,Confirmed,Restaurant - Sit-down dining,3,0.0,2.0,0.0,3.0
43596,2017,7,Minnesota,3,Cryptosporidium hominis,Confirmed,Community/Municipality,12,0.0,12.0,0.0,12.0
43597,2017,1,Minnesota,3,Copper,Confirmed,School/College/University,5,0.0,5.0,0.0,5.0
43598,2017,1,Minnesota,3,Pseudomonas aeruginosa,Suspected,Apartment/Condo,8,0.0,8.0,0.0,8.0
43599,2017,8,Illinois,0,Norovirus,Suspected,Long-term care/nursing home/assisted living facility,10,0.0,10.0,0.0,10.0
43600,2017,7,Illinois,1,Salmonella enterica,Suspected,Restaurant - Sit-down dining,2,0.0,2.0,0.0,2.0
43601,2017,7,Florida,1,Cyclospora cayetanensis,Confirmed,Restaurant - Sit-down dining,4,0.0,4.0,0.0,4.0
43605,2017,9,Tennessee,0,Norovirus Genogroup II; Norovirus Genogroup II,Confirmed; Confirmed,Child day care,17,1.0,15.0,0.0,15.0
43606,2017,8,Oregon,1,Salmonella enterica,Confirmed,Restaurant - Sit-down dining,3,2.0,3.0,0.0,3.0
43607,2017,9,Oregon,0,Norovirus Genogroup II,Confirmed,Long-term care/nursing home/assisted living facility,29,1.0,29.0,1.0,29.0
43608,2017,9,New York,0,Shigella sonnei,Suspected,Private home/residence,4,0.0,4.0,0.0,4.0
43609,2017,8,Massachusetts,0,Shigella sonnei,Confirmed,School/college/university,56,0.0,55.0,0.0,55.0
43610,2017,9,Minnesota,1,Norovirus Genogroup II,Confirmed,"Restaurant - ""Fast-food""(drive up service or pay at counter)",21,0.0,20.0,0.0,21.0
43611,2017,8,Ohio,0,Shigella sonnei,Suspected,Private home/residence,8,0.0,0.0,0.0,0.0
43612,2017,8,Kansas,0,Shigella sonnei,Suspected,Child day care,3,0.0,2.0,0.0,2.0
43613,2017,8,Kansas,0,"Escherichia coli, Enteroinvasive",Confirmed,School/college/university,14,3.0,14.0,0.0,14.0
43614,2017,9,Kansas,0,Norovirus unknown,Confirmed,Long-term care/nursing home/assisted living facility,9,0.0,8.0,0.0,8.0
43617,2017,4,Nevada,0,Norovirus Genogroup II; Norovirus Genogroup I; Norovirus Genogroup II; Astrovirus,Confirmed; Confirmed; Confirmed; Confirmed,School/college/university,1000,0.0,279.0,0.0,279.0
43618,2012,10,Virginia,0,Norovirus,Suspected,School/college/university,28,0.0,28.0,0.0,28.0
43619,2011,2,Virginia,0,Norovirus,Suspected,Long-term care/nursing home/assisted living facility,12,2.0,12.0,0.0,12.0
43620,2013,1,Virginia,0,Norovirus,Confirmed,Child day care,7,0.0,7.0,0.0,7.0
43621,2009,1,Virginia,0,Norovirus,Confirmed,Long-term care/nursing home/assisted living facility,42,2.0,42.0,0.0,42.0
43622,2009,2,Virginia,0,Norovirus,Suspected,Long-term care/nursing home/assisted living facility,10,0.0,10.0,0.0,10.0
43623,2009,1,Virginia,0,Norovirus,Confirmed,Long-term care/nursing home/assisted living facility,48,3.0,48.0,2.0,48.0
43624,2011,3,Virginia,0,Norovirus,Confirmed,Long-term care/nursing home/assisted living facility,8,1.0,8.0,0.0,8.0
43625,2009,1,Virginia,0,Norovirus,Confirmed,Long-term care/nursing home/assisted living facility,34,0.0,34.0,0.0,34.0
43626,2009,1,Virginia,0,Norovirus,Confirmed,Long-term care/nursing home/assisted living facility,9,0.0,9.0,0.0,9.0
43627,2009,2,Virginia,0,Norovirus,Confirmed,Long-term care/nursing home/assisted living facility,23,0.0,23.0,0.0,23.0
43628,2013,2,Virginia,0,Norovirus,Confirmed,Long-term care/nursing home/assisted living facility,50,3.0,50.0,0.0,50.0
43629,2009,1,Virginia,0,Norovirus,Confirmed,Long-term care/nursing home/assisted living facility,32,5.0,32.0,1.0,32.0
